run_id,protocol_lock_id,project_id,bug_id,bug_key,experiment_group,best_attempt,attempts_used,input_tokens,output_tokens,estimated_cost,runtime_seconds,patch_apply,compile,trigger_test,full_test,plausible,target_warning_removed,public_api_unchanged,hard_scope_pass,blocking_obligations_total,blocking_obligations_pass,advisory_obligations_total,advisory_obligations_pass,obligation_satisfaction_rate,claimed_mapping_valid,realized_mapping_success,mapping_consistent,mapping_exact,mapping_precision,mapping_coverage,would_accept_test_only,would_accept_generic,would_accept_hybrid,final_correctness,best_patch_path,best_evidence_path,status,failure_reason,generation_final_correctness,selected_attempt_id,patch_hash,unique_patch_id,audit_plausible,correctness_type,correctness_reason,correctness_basis,root_cause_related,semantic_equivalent,overfitting_risk,audit_status,reviewer,second_review_required,second_reviewer,second_review_reason,evidence_stratum,defect_category
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,14,Collections-14,R,1,3,6220,468,0.0031128600000000003,539.118,true,true,false,false,false,true,true,true,7,5,1,1,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-14_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-14_R_attempt1.json,completed,,pending_human,1,f507bbaa706ae79cf2f671136bd9068f14c799fb805b5a6eb77aa9985b97defd,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,API_USAGE
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,14,Collections-14,C,1,3,8983,976,0.004756725,544.878,true,true,false,false,false,true,true,true,7,5,1,1,0.75,true,true,true,false,1.0,1.0,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-14_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-14_C_attempt1.json,completed,,pending_human,1,783167f75fe2b8b641ed6a3d00242718fd467d9bae6f5509ffb777b86d1feb5b,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,API_USAGE
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,26,Collections-26,A,1,3,9600,516,0.00462492,675.375,true,true,false,false,false,false,true,true,7,5,1,0,0.625,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-26_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-26_A_attempt1.json,completed,,pending_human,1,67fc4f4f5aa1363b9430ba9de2808f45a1b439797a7607f8f40c7c7dce8ae0fa,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,OBJECT_PROTOCOL
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,26,Collections-26,R,1,1,3283,170,0.0015760050000000001,223.657,true,true,true,true,true,false,false,true,7,6,1,0,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,false,false,correct,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-26_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-26_R_attempt1.json,completed,,pending_human,1,05ca928c578eac349184a881dad733d729d4f02787b2e22e3659ee63f8461b3c,UP-03,true,developer_equivalent,"The generated patch exactly reproduces the developer repair and restores the intended serialization hook behavior for subclasses. Its API and warning-check rejection is a verifier-policy issue, not a semantic defect in this patch.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,yes,no,complete,Codex developer-patch-grounded forensic audit,false,,,direct,OBJECT_PROTOCOL
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,26,Collections-26,C,2,2,8495,539,0.004164255,453.476,true,true,true,true,true,false,false,true,7,6,1,0,0.75,true,true,true,false,1.0,1.0,true,false,false,correct,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-26_C_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-26_C_attempt2.json,completed,,pending_human,2,05ca928c578eac349184a881dad733d729d4f02787b2e22e3659ee63f8461b3c,UP-03,true,developer_equivalent,"The generated patch exactly reproduces the developer repair and restores the intended serialization hook behavior for subclasses. Its API and warning-check rejection is a verifier-policy issue, not a semantic defect in this patch.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,yes,no,complete,Codex developer-patch-grounded forensic audit,false,,,direct,OBJECT_PROTOCOL
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,45,Jsoup-45,A,1,1,7422,198,0.00340083,72.82,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,correct,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-45_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-45_A_attempt1.json,completed,,pending_human,1,0472d6f35e0150758b908f304e7ae6defdf95ef37ad3a232b1d66d22c36c622f,UP-02,true,alternative_correct,"The generated patch repairs the repeated td condition and restores InCell selection for th, which is the root cause exercised by the trigger. Grouping td/th under !last is consistent with resetInsertionMode's last/context-element handling and introduces no broader bypass or hard-coded behavior.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,alternative_semantics,no,complete,Codex developer-patch-grounded forensic audit,true,Codex independent evidence pass,"Reviewed the full resetInsertionMode control flow, the last flag's fragment-context role, and testReinsertionModeForThCelss. The generated precedence differs from the developer text but implements the same root repair with coherent alternative semantics.",direct,CONTROL_LOGIC
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,45,Jsoup-45,R,1,1,7540,198,0.00345216,72.825,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,correct,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-45_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-45_R_attempt1.json,completed,,pending_human,1,0472d6f35e0150758b908f304e7ae6defdf95ef37ad3a232b1d66d22c36c622f,UP-02,true,alternative_correct,"The generated patch repairs the repeated td condition and restores InCell selection for th, which is the root cause exercised by the trigger. Grouping td/th under !last is consistent with resetInsertionMode's last/context-element handling and introduces no broader bypass or hard-coded behavior.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,alternative_semantics,no,complete,Codex developer-patch-grounded forensic audit,true,Codex independent evidence pass,"Reviewed the full resetInsertionMode control flow, the last flag's fragment-context role, and testReinsertionModeForThCelss. The generated precedence differs from the developer text but implements the same root repair with coherent alternative semantics.",direct,CONTROL_LOGIC
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,45,Jsoup-45,C,1,1,8458,331,0.0039672,75.741,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,correct,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-45_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-45_C_attempt1.json,completed,,pending_human,1,0472d6f35e0150758b908f304e7ae6defdf95ef37ad3a232b1d66d22c36c622f,UP-02,true,alternative_correct,"The generated patch repairs the repeated td condition and restores InCell selection for th, which is the root cause exercised by the trigger. Grouping td/th under !last is consistent with resetInsertionMode's last/context-element handling and introduces no broader bypass or hard-coded behavior.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,alternative_semantics,no,complete,Codex developer-patch-grounded forensic audit,true,Codex independent evidence pass,"Reviewed the full resetInsertionMode control flow, the last flag's fragment-context role, and testReinsertionModeForThCelss. The generated precedence differs from the developer text but implements the same root repair with coherent alternative semantics.",direct,CONTROL_LOGIC
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,89,Jsoup-89,A,1,1,2328,210,0.0011953800000000002,89.248,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-89_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-89_A_attempt1.json,completed,,pending_human,1,9b47c7654ccd2270a5ca1726de4eea6c2172f042e666ae64e70efbe7aacda366,UP-14,true,plausible_but_incorrect,"The generated patches remove the orphan NPE and pass settersOnOrphanAttribute, but omit the developer branch that preserves Map.Entry.setValue semantics for parent-backed attributes. If the parent value changes after an Attribute view is created, they return a stale old value; the repair is therefore incomplete and trigger-specific.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,no,yes,complete,Codex developer-patch-grounded forensic audit,true,Codex independent evidence pass,"Confirmed from Attributes.iterator(), which creates parent-backed Attribute views, and the Map.Entry-style setValue contract. The missing parent.get(key) branch has an observable counterexample and is not a cosmetic difference.",direct,NULL
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,89,Jsoup-89,R,1,1,2457,215,0.001255845,89.136,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-89_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-89_R_attempt1.json,completed,,pending_human,1,6511fb5b5f8cac6b0fed03fc61bed7b213befbea1209e02cffb0389667672e9e,UP-09,true,plausible_but_incorrect,"The generated patches remove the orphan NPE and pass settersOnOrphanAttribute, but omit the developer branch that preserves Map.Entry.setValue semantics for parent-backed attributes. If the parent value changes after an Attribute view is created, they return a stale old value; the repair is therefore incomplete and trigger-specific.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,no,yes,complete,Codex developer-patch-grounded forensic audit,true,Codex independent evidence pass,"Confirmed from Attributes.iterator(), which creates parent-backed Attribute views, and the Map.Entry-style setValue contract. The missing parent.get(key) branch has an observable counterexample and is not a cosmetic difference.",direct,NULL
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,89,Jsoup-89,C,2,2,6836,619,0.00351219,176.133,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-89_C_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-89_C_attempt2.json,completed,,pending_human,2,ffbef861dec80333cf2b3d9b836e2345990f3d1de83f3a1df904946ff4ce502b,UP-25,true,plausible_but_incorrect,"The generated patches remove the orphan NPE and pass settersOnOrphanAttribute, but omit the developer branch that preserves Map.Entry.setValue semantics for parent-backed attributes. If the parent value changes after an Attribute view is created, they return a stale old value; the repair is therefore incomplete and trigger-specific.",developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs,yes,no,yes,complete,Codex developer-patch-grounded forensic audit,true,Codex independent evidence pass,"Confirmed from Attributes.iterator(), which creates parent-backed Attribute views, and the Map.Entry-style setValue contract. The missing parent.get(key) branch has an observable counterexample and is not a cosmetic difference.",direct,NULL
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,40,Lang-40,A,1,3,232005,694,0.10152595499999999,305.593,true,true,false,false,false,true,true,true,7,5,1,1,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-40_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-40_A_attempt1.json,completed,,pending_human,1,6dc5892ca4760da92a3aa4e15e033105553262f1ee429e94f7e8ee2724112517,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,API_USAGE
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,40,Lang-40,R,1,3,232359,456,0.10147288500000001,298.052,true,true,false,false,false,true,true,true,7,5,1,1,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-40_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-40_R_attempt1.json,completed,,pending_human,1,758fc8ed290cb6ace0dc524d030d2d702d45f700940b7a0416318029b4b083f6,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,API_USAGE
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,40,Lang-40,C,1,3,235086,797,0.1029558,304.078,true,true,false,false,false,true,true,true,7,5,1,1,0.75,true,true,true,false,1.0,1.0,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-40_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-40_C_attempt1.json,completed,,pending_human,1,758fc8ed290cb6ace0dc524d030d2d702d45f700940b7a0416318029b4b083f6,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,API_USAGE
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,62,Lang-62,A,2,3,38341,2499,0.018852465,372.959,true,true,true,false,false,true,true,true,7,6,2,2,0.888889,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-62_A_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-62_A_attempt2.json,completed,,pending_human,2,7b102cc3318814a8222e953fa6e5c0e444a3b0e77221d915119734f384731d62,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,CONTROL_LOGIC
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,62,Lang-62,R,1,3,38963,595,0.017466555,345.028,true,true,false,false,false,true,true,true,7,5,2,2,0.777778,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-62_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-62_R_attempt1.json,completed,,pending_human,1,6cc7a9e6f6894bb00536d835ffc9dea151d2bb697449f21faed58d6a55c13935,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,CONTROL_LOGIC
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,62,Lang-62,C,1,3,42335,1286,0.019534544999999997,511.512,true,true,false,false,false,true,true,true,7,5,2,2,0.777778,true,true,true,false,1.0,1.0,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-62_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-62_C_attempt1.json,completed,,pending_human,1,1b475c457c42832e8c240b41f05c8912df3670385597c1bcf8d1a7123cd3de0c,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,CONTROL_LOGIC
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Math,91,Math-91,A,1,3,18954,803,0.0089436,378.548,false,false,false,false,false,false,true,true,7,3,1,0,0.375,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,incorrect,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Math-91_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Math-91_A_attempt1.json,completed,,pending_human,1,d04ef4e525a6557a36d844d5310da0a05d81e81f0dba799a84605d33945a41b4,not_applicable,false,mechanical_failure,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,mechanical_failure,not_reviewed,no,not_applicable,complete,mechanical oracle,false,,,direct,OBJECT_PROTOCOL
