run_id,protocol_lock_id,project_id,bug_id,bug_key,experiment_group,best_attempt,attempts_used,input_tokens,output_tokens,estimated_cost,runtime_seconds,patch_apply,compile,trigger_test,full_test,plausible,target_warning_removed,public_api_unchanged,hard_scope_pass,blocking_obligations_total,blocking_obligations_pass,advisory_obligations_total,advisory_obligations_pass,obligation_satisfaction_rate,claimed_mapping_valid,realized_mapping_success,mapping_consistent,mapping_exact,mapping_precision,mapping_coverage,would_accept_test_only,would_accept_generic,would_accept_hybrid,final_correctness,best_patch_path,best_evidence_path,status,failure_reason
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,14,Collections-14,R,1,3,6220,468,0.0031128600000000003,539.118,true,true,false,false,false,true,true,true,7,5,1,1,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-14_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-14_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,14,Collections-14,C,1,3,8983,976,0.004756725,544.878,true,true,false,false,false,true,true,true,7,5,1,1,0.75,true,true,true,false,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-14_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-14_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,26,Collections-26,A,1,3,9600,516,0.00462492,675.375,true,true,false,false,false,false,true,true,7,5,1,0,0.625,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-26_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-26_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,26,Collections-26,R,1,1,3283,170,0.0015760050000000001,223.657,true,true,true,true,true,false,false,true,7,6,1,0,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-26_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-26_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Collections,26,Collections-26,C,2,2,8495,539,0.004164255,453.476,true,true,true,true,true,false,false,true,7,6,1,0,0.75,true,true,true,false,1.0,1.0,true,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Collections-26_C_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Collections-26_C_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,45,Jsoup-45,A,1,1,7422,198,0.00340083,72.82,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-45_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-45_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,45,Jsoup-45,R,1,1,7540,198,0.00345216,72.825,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-45_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-45_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,45,Jsoup-45,C,1,1,8458,331,0.0039672,75.741,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-45_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-45_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,89,Jsoup-89,A,1,1,2328,210,0.0011953800000000002,89.248,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-89_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-89_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,89,Jsoup-89,R,1,1,2457,215,0.001255845,89.136,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-89_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-89_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Jsoup,89,Jsoup-89,C,2,2,6836,619,0.00351219,176.133,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Jsoup-89_C_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Jsoup-89_C_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,40,Lang-40,A,1,3,232005,694,0.10152595499999999,305.593,true,true,false,false,false,true,true,true,7,5,1,1,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-40_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-40_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,40,Lang-40,R,1,3,232359,456,0.10147288500000001,298.052,true,true,false,false,false,true,true,true,7,5,1,1,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-40_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-40_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,40,Lang-40,C,1,3,235086,797,0.1029558,304.078,true,true,false,false,false,true,true,true,7,5,1,1,0.75,true,true,true,false,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-40_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-40_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,62,Lang-62,A,2,3,38341,2499,0.018852465,372.959,true,true,true,false,false,true,true,true,7,6,2,2,0.888889,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-62_A_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-62_A_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,62,Lang-62,R,1,3,38963,595,0.017466555,345.028,true,true,false,false,false,true,true,true,7,5,2,2,0.777778,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-62_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-62_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Lang,62,Lang-62,C,1,3,42335,1286,0.019534544999999997,511.512,true,true,false,false,false,true,true,true,7,5,2,2,0.777778,true,true,true,false,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Lang-62_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Lang-62_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Math,91,Math-91,A,1,3,18954,803,0.0089436,378.548,false,false,false,false,false,false,true,true,7,3,1,0,0.375,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Math-91_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Math-91_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Math,91,Math-91,R,1,1,6378,246,0.00298845,383.926,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Math-91_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Math-91_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Math,91,Math-91,C,1,1,7300,386,0.00351132,387.706,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Math-91_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Math-91_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,1,Chart-1,A,1,1,22067,160,0.009738345,407.204,true,true,true,true,true,true,true,true,7,7,2,2,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-1_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-1_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,1,Chart-1,R,1,1,22278,167,0.00983622,377.126,true,true,true,true,true,true,true,true,7,7,2,2,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-1_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-1_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,1,Chart-1,C,1,1,23418,372,0.010510470000000001,376.487,true,true,true,true,true,true,true,true,7,7,2,2,1.0,true,true,true,false,1.0,1.0,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-1_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-1_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,4,Chart-4,A,1,1,65010,257,0.028502939999999997,368.301,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-4_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-4_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,4,Chart-4,R,1,1,65127,257,0.028553835,377.785,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-4_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-4_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,4,Chart-4,C,1,1,66033,372,0.029047994999999997,369.817,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-4_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-4_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,17,Chart-17,A,2,3,32593,487,0.014601645,984.195,true,true,true,false,false,true,true,true,7,6,1,1,0.875,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-17_A_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-17_A_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,17,Chart-17,R,1,3,32958,527,0.014795220000000001,971.849,true,true,true,false,false,true,true,true,7,6,1,1,0.875,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-17_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-17_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,17,Chart-17,C,1,3,35679,860,0.016268565000000002,979.766,true,true,true,false,false,true,true,true,7,6,1,1,0.875,true,true,true,true,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-17_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-17_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,3,JacksonDatabind-3,A,1,1,2051,194,0.001060965,1050.633,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-3_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-3_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,3,JacksonDatabind-3,R,1,1,2172,191,0.00111099,1047.65,true,true,true,true,true,true,true,true,7,7,1,1,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-3_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-3_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,3,JacksonDatabind-3,C,1,1,3104,304,0.00161472,1065.506,true,true,true,true,true,true,true,true,7,7,1,1,1.0,true,true,true,false,1.0,1.0,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-3_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-3_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,22,Chart-22,A,2,3,14471,1109,0.007259715,974.795,true,true,true,false,false,false,true,true,7,6,1,0,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-22_A_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-22_A_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,22,Chart-22,R,2,3,14810,609,0.0069721800000000006,972.458,true,true,true,false,false,false,true,true,7,6,1,0,0.75,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-22_R_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-22_R_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Chart,22,Chart-22,C,1,3,17458,1260,0.00869043,979.71,true,true,false,false,false,true,true,true,7,5,1,1,0.75,true,true,true,true,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Chart-22_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Chart-22_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Closure,49,Closure-49,A,1,3,21205,1301,0.010356045000000001,2623.223,true,true,false,false,false,false,true,true,7,5,1,0,0.625,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Closure-49_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Closure-49_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Closure,49,Closure-49,R,2,3,21619,1373,0.010598775,1852.541,true,true,false,false,false,false,true,true,7,5,1,0,0.625,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Closure-49_R_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Closure-49_R_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,Closure,49,Closure-49,C,1,3,24375,1609,0.012002955,2669.305,true,true,false,false,false,false,true,true,7,5,1,0,0.625,true,false,false,false,0.0,0.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/Closure-49_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/Closure-49_C_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,29,JacksonDatabind-29,A,1,1,3885,451,0.002082345,1197.854,true,true,true,true,true,true,true,true,7,7,2,2,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-29_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-29_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,29,JacksonDatabind-29,R,3,3,12439,1047,0.006321855,3589.276,true,true,true,true,true,true,true,true,7,7,2,2,1.0,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,true,true,true,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-29_R_attempt3.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-29_R_attempt3.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,29,JacksonDatabind-29,C,2,3,15933,1799,0.008495985,2057.031,true,true,false,false,false,true,true,true,7,5,2,2,0.777778,true,true,true,false,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-29_C_attempt2.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-29_C_attempt2.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,75,JacksonDatabind-75,A,1,3,8053,654,0.004072035,4027.429,true,true,false,false,false,false,true,true,7,5,1,0,0.625,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-75_A_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-75_A_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,75,JacksonDatabind-75,R,1,3,8443,839,0.004402635,4076.572,true,true,false,false,false,false,true,true,7,5,1,0,0.625,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-75_R_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-75_R_attempt1.json,completed,
stage2_mve_formal_20260825T210517,stage2-v2.1.1-7a7d2bd44d0bc085,JacksonDatabind,75,JacksonDatabind-75,C,1,3,11270,1012,0.005782890000000001,4063.579,true,true,false,false,false,true,true,true,7,5,1,1,0.75,true,true,true,false,1.0,1.0,false,false,false,pending_human,outputs_revised_mve/stage2_mve_formal_20260825T210517/patches/JacksonDatabind-75_C_attempt1.diff,outputs_revised_mve/stage2_mve_formal_20260825T210517/evidence_reports/JacksonDatabind-75_C_attempt1.json,completed,
